name,type,rating,count,address,comment
Hủ tiếu cá Nam Lợi,· Quán mì,"3,0","(1,3 N)",43 Tôn Thất Đạm,Cọng mì và nước lèo ổn nhưng giá QUÁ cao so với chất lượng.
Chợ đêm Hồ Thị Kỷ,· Chợ đêm,"4,4",-107,1/3d bis Tổ 61 Khu phố 4,"Có món ấn độ ngon xĩu, bò nướng phô mai cũng ngon, giá ok rẻ."
GoGi House Sài Gòn Centre,·  · Món thịt nướng Triều Tiên,"4,1",-346,Centre/65 Lê Lợi,"Menu có thêm lựa chọn mì lạnh, tokbokki, cơm trộn, canh các loại và lẩu."
Sushi Shinkon 心琿,· Món ăn Nhật Bản,"4,8",-68,15 Nguyễn Thiệp,"""Menu tổng thể: 4.8 /5

Khả năng quay lại: 100% sẽ quay lại"""
Kichi-Kichi Saigon Centre Lê Lợi,·  · Món lẩu,"4,0",-213,"Trung tâm mua sắm, Saigon Centre, 92-94 Nam Kỳ Khởi Nghĩa",Nhân viên dọn dẹp ngay và còn đem ra cho em đĩa đồ ăn khác.
Quán Bún Bò Huế Cống Quỳnh,·  · Quán mì,"4,0",-103,262 Đ. Cống Quỳnh,Nói chung quán khá ổn cho những người thích ăn ngon và ăn nhiều.
Nhà Hàng Contiental Palace,· Nhà hàng,"4,4",-18,"Hotel Continental Saigon, 132 Đồng Khởi","Ăn sáng ở đây ngắm đường phố rất thích, bún cá ở đây ngon lắm luôn."
Kokugyu BBQ Tôn Thất Đạm - Nhà hàng BBQ Nhật Bản,· Món nướng Yakiniku,"4,6",-74,153 Tôn Thất Đạm,Các lựa chọn thịt cảm giác ít nhưng ăn vào thấy như vậy là vừa đủ.
SUSHI TEI,· Nhà hàng,"4,3",-597,129 Nguyễn Huệ,Sushitei là nơi rất đáng để trải nghiệm  có nguồn gốc từ Nhận Bản.
Tamoya,· mì udon,"4,0",-26,"QPF2+69G, Nam Kỳ Khởi Nghĩa",Quán hơi khó tìm vì nằm trong khu Oedo Nhật Bản tầng 5 SG Centre.
Nhà hàng Le Bourgeois,· Món ăn Pháp,"3,8",-150,"Hotel Continental Saigon, 132 Đồng Khởi","Thức ăn nguội, không gian yên tĩnh hoài niệm saigon xưa"
Mì Ký Quận 1,· Các món mì Hoa,,,106 Cô Bắc,
Buffet Oscar Sài Gòn,· Món ăn tự chọn,"3,5",-23,68A Nguyễn Huệ,"""Các món ăn hải sản đa dạng, tươi ngon
Good 10đ"""
Nhà Hàng Contiental Palace,· Nhà hàng,"4,4",-18,"Hotel Continental Saigon, 132 Đồng Khởi","Ăn sáng ở đây ngắm đường phố rất thích, bún cá ở đây ngon lắm luôn."
Hai’s Restaurant,· Nhà hàng Việt Nam,"4,9","(2,8 N)",257 Lý Tự Trọng,
B3 Steakhouse & Craft Beer,·  · Bít tết,"4,5","(2,2 N)",68 Nguyễn Huệ,Menu có nhiều loại thức uống và bia thủ công.
Hai’s Restaurant,· Nhà hàng Việt Nam,"4,9","(2,8 N)",257 Lý Tự Trọng,
Tung's Restaurant - Vietnamese Cuisine & vegetarian Food,·  · Nhà hàng Việt Nam,"4,9","(9,3 N)",230 Đường Lê Thánh Tôn,
Công viên 23 tháng 9,· Công viên,"4,4","(9,5 N)",Thành phố Hồ Chí Minh,Tôi tin tưởng sử dụng sản phẩm của công ty cho ngôi nhà của mình.
Công viên Tao Đàn,· Công viên,"4,5",(15 N),Thành phố Hồ Chí Minh,Dịch vụ ở đây thực sự đáng giá với từng phút bạn bỏ ra
Công Viên Lê Văn Tám,· Công viên,"4,4","(1,1 N)",Hai Bà Trưng,"Bảo vệ thân thiện, nhiệt tình hỗ trợ khi mình cần"
Công viên bờ sông,· Công viên,"4,4","(8,9 N)",Tôn Đức Thắng,"Bảo tồn nhiều giá trị lịch sử, tham quan là miễn phí nha!"
Công viên Bến Bạch Đằng,· Công viên,"4,7",-87,10B Tôn Đức Thắng,"Không gian rộng, đa dạng dịch vụ"
,,,,,
Công viên Chi Lăng,· Công viên lưu niệm,"4,2",-298,số 72 Lê Thánh Tôn,"Mát mẻ, sạch sẽ."
Công viên 23 Tháng 9,· Công viên thành phố,"4,5",-81,QMCW+33C,Nhưng đây không phải cổng để vào ga Metro nha.
Công viên 30/4,· Công viên,"4,6",-51,6 Lê Duẩn,Nằm ngay trung tâm TP nên dễ dàng di chuyển đến các điểm tham quan khác.
Công viên Hoàng Văn Thụ,· Công viên,"4,5","(1,2 N)",RM28+C2,Thích hợp đưa gia đình đi dạo buổi tối cuối tuần.
Công Viên,· Công viên,"4,5",-13,55C Nguyễn Thị Minh Khai,Nhiều kỷ niệm tuổi thơ.
Công viên Nguyễn Thị Nghĩa,· Công viên,"4,2",-18,QMCW+235,"Nhiều cây xanh, mát mẻ, đi bộ, ngồi thư giãn, mát mẻ."
CÔNG VIÊN GIA ĐỊNH,· Công viên,"4,6","(2,4 N)",Đường Hoàng Minh Giám,"Đi dạo quanh một vòng , bạn sẽ khám phá ra nhiều điều thú vị."
Công viên Bách Tùng Diệp,· Công viên,"4,3",-48,QMGX+HP3,Thoáng mát và rộng rãi.
Công viên Văn hoá Lê Thị Riêng,· Công viên,"4,6",-155,875 Cách Mạng Tháng Tám,Lý tưởng cho mọi lứa tuổi vời nhiều khu vực.
Công viên Mê Linh,· Công viên,"4,4",-32,"Công viên Bến Bạch Đằng, 1 Tôn Đức Thắng",Bên cạnh là những tòa nhà cao tầng đẹp.
Công Viên Sala,· Công viên,"4,6","(3,4 N)",01 Đ. Hoàng Thế Thiện,"""Công việc đẹp, ít người
Không khí trong lành đáng sống"""
Thảo Cầm Viên Sài Gòn,· Điểm thu hút khách du lịch,"4,3",(33 N),2 Nguyễn Bỉnh Khiêm,Là một trong những công trình mang tính lịch sử và lâu đời nhất TP.
Công Viên Lê Lai,· Vườn,"4,2",-16,QM9Q+9Q9,
Saigon Central Park,· Công viên,"4,2",-39,QM9R+JW2,Trái tim saigon
Công viên Cảng Ba Son,· Công viên,"4,7",-172,2 Tôn Đức Thắng,Thật dễ chịu để chạy bộ vào buổi sáng và tổ chức tiệc vào buổi tối.
,,,,,
Công viên Nguyễn Thị Nghĩa,· Công viên,"4,2",-18,QMCW+235, hơi nhỏ
CÔNG VIÊN GIA ĐỊNH,· Công viên,"4,6","(2,4 N)",Đường Hoàng Minh Giám,""" rộng rãi, thoáng
Vẫn còn tình trạng mang chó vào công viên"""
Công viên Bách Tùng Diệp,· Công viên,"4,3",-48,QMGX+HP3, nhỏ đối diện ngay trước bảo tàng TPHCM.
Công viên Văn hoá Lê Thị Riêng,· Công viên,"4,6",-155,875 Cách Mạng Tháng Tám, sạch đẹp nhiều văn hóa nghệ thuật giải trí very good
Công viên Mê Linh,· Công viên,"4,4",-32,"Công viên Bến Bạch Đằng, 1 Tôn Đức Thắng"," có thiết kế đẹp, trồng nhiều hoa, trang trí đẹp."
Công Viên Sala,· Công viên,"4,6","(3,4 N)",01 Đ. Hoàng Thế Thiện," rộng mát, đẹp, ánh sáng vừa đủ không quá tối."
Thảo Cầm Viên Sài Gòn,· Điểm thu hút khách du lịch,"4,3",(33 N),2 Nguyễn Bỉnh Khiêm," vị trí thuận lợi, đi tàu điện hay xe buýt đều đến được."
Công Viên Lê Lai,· Vườn,"4,2",-16,QM9Q+9Q9,
Saigon Central Park,· Công viên,"4,2",-39,QM9R+JW2,"Quán vui , nhân  nhiệt tình , nhạc siêu hay"
Công viên Cảng Ba Son,· Công viên,"4,7",-172,2 Tôn Đức Thắng,Một trong những  có view đẹp nhất mình từng ghé ở Sài Gòn.
Công viên gầm cầu Ba Son,· Công viên,"4,7",-145,"QPJ5+974, Cầu Ba Son","Kiếm chổ gửi xe hơi khó,  chưa đẹp lắm"
Công viên Vinhomes Central Park,· Công viên,"4,6","(8,8 N)",Trần Trọng Kim," lớn, view đẹp, mát, playground rộng, đẹp."
Công viên Âu Lạc,· Công viên,"4,4",-139,3D Trần Phú," sạch sẽ, không to lắm nhưng chỗ tập thoải mái."
Công Viên Bờ Sông Sài Gòn Tp Thủ Đức,· Công viên,"4,6",-432,59 Thủ Thiêm,"View nhìn từ  sang trung tâm đẹp, không khí dễ chịu thoáng mát."
Công viên bờ kè hầm Thủ Thiêm,· Công viên,"4,7",-115,14A," mát mẻ dễ chịu, view khá là đẹp 🫰"
Công viên Bách Tùng Diệp,· Công viên,"5,0",-1,"QMGX+GMX, Lý Tự Trọng",
Công Viên Phong Châu,· Công viên,"4,4",-5,146 Phạm Viết Chánh," sạch sẽ, có quán cafe kế bên."
Sky Garden Floor 6th Saigon Center,· Công viên,"4,5",-11,65 Lê Lợi,"Nhân  lịch sự, đồ ăn thức uống phong phú, vệ sinh và hợp khẩu vị."
Công viên Bến Chương Dương,· Công viên,"3,8",-24,"QP93+GQW, Võ Văn Kiệt"," đẹp, chú bảo vệ rất tốt, luôn làm đúng nhiệm vụ của mình."
Chợ Bến Thành,· Điểm thu hút khách du lịch,"4,0",(75 N),Thành phố Hồ Chí Minh,Ok không gian đẹp để chụp ảnh nhân  bán hàng nhiệt tình vui vẻ
Phố đi bộ Bùi Viện,·  · Điểm thu hút khách du lịch,"4,3",(23 N),Bùi Viện,"Tính giải trí cao, vui, nên đến chơi khi đến du lịch HCM"
Tượng Đức Thánh Trần Hưng Đạo,· Điểm thu hút khách du lịch,"4,5",-886,"QPG4+4HH, Công trường Mê Linh","Trải nghiệm du khách: 9/10 - Dễ tiếp cận, chụp hình đẹp cả ngày lẫn đêm."
Công viên Hàn Thuyên,· Công viên,"4,8",-11,25 Công trường Công xã Paris,"Gần đây nhiều chỗ bán hoa tươi rất xinh, có thể mua để chụp hình rất đẹp."
Hồ Con Rùa,· Công viên,"4,3","(4,6 N)",Công trường Quốc Tế,"Có cafe Cộng trên lầu, giá rẻ so với khu đó, view đẹp"
Công Viên Cát,· Công viên,"4,5",-46,Đ. Số 48/229 Đ. Vĩnh Hội,Mọi thứ đều ổn nhưng những nhân  ở đây có vẻ không thân thiện lắm.
Hội hoa xuân TPHCM,· Công viên,"4,4",-29,55c Nguyễn Thị Minh Khai,Được tổ chức hàng năm tại  tao đàn vào dịp Tết Âm lịch.
Công Viên Bờ Sông,· Công viên,"4,5","(1,5 N)",31/2 Lương Định Của," rộng rãi, lên đèn đẹp, nên đi sớm để dành chỗ chụp ảnh."
Công viên dạ cầu Sài Gòn 1,· Công viên,"4,5",-151,QPXJ+CHH, có khá nhiều hoa và góc chụp ảnh đẹp
Đường hoa Nguyễn Huệ,· Công viên thành phố,"4,5",-175,6 Nguyễn Huệ,"good, không khí thoáng đãng, con đường sạch sẽ"
CÔNG VIÊN THẢO ĐIỀN,· Công viên,"4,4",-522,Quốc Hương," đẹp tuyệt, rất nhiều trẻ nhỏ ra chơi cuối tuần hoặc buổi tối."
Công viên Lam Sơn,· Công viên,"3,5",-4,"QPG3+R86, Công trường Lam Sơn",
Công viên Khánh Hội,· Công viên,"4,3",-274,Đ. Số 48/229 Đ. Vĩnh Hội," thoáng đẹp, nhiều hoạt động lành mạnh, có chỗ ngồi uống nước"
Công viên dưới chân cầu Nguyễn Văn Cừ,· Công viên,"4,1",-12,QM3P+4X9,"Không gian rộng lớn, thoáng mát, sạch sẽ."
Quảng Trường Thủ Thiêm,· Công viên,"4,4",-27,QPG6+HQ9,"""21/9/2025

Lễ hội khinh khí cầu tại  bờ sông Sài Gòn"""
Tháp Đồng hồ Đa Kao,· Công viên,"4,8",-24,"QMRX+WQW, Điện Biên Phủ",Tháp đẹp nằm ngay giữa vòng xoay Điện Biên Phủ 🫰
Vườn Của Dế,· Vườn,"4,7",-47,104 Trần Khánh Dư,"Đẹp, tươi mát, nhiệt tình, giá cả phải chăng..."
Công viên Vinhomes Bason,· Vườn,"4,2",-17,QPM6+X62, ở dự án vinhomes golden river ba son có vị trí đẹp
Công Viên Trung Tâm,· Công viên,"4,5",-66,6 Lương Định Của," mát mẻ dễ chịu, view khá là đẹp 🫰"
Công viên Dương Đình Nghệ,· Công viên,"4,4",-300,01 Dương Đình Nghệ, rộng rãi và có nhiều nhóm tập thể dục thể thao rất sôi động
Công Viên. VINHOME GOLDEN RIVER,· Công viên,"4,7",-15,QPM6+X62 Công viên Vinhomes Bason,Khu  nhìn view bờ sông khá là đẹp.
Công viên Bến Thành,· Công viên,"4,0",-7,"QMCW+FW6, Lê Lai","Không gian nghệ thuật thú vị, phù hợp với những người đam mê nghệ thuật."
Công viên Cầu Móng,· Công viên,"4,2",-18,X17/1 Bến Vân Đồn,"Khu  Cầu Móng, dọc đường Bến Vân Đồn."
Công viên nước Đầm Sen,· Công viên nước,"4,3",(30 N),Đ. Hòa Bình/3 Đ. Bình Thới,Vé chơi  nước 200k được chơi không giới hạn các trò.
Chợ Thái Bình,· Điểm thu hút khách du lịch,"4,2","(5,7 N)",Đ. Cống Quỳnh,Chợ ko lớn lắm nhưng đủ mặt hàng cho nhu cầu tiêu dùng trong gia đình ...
Công viên Bến Nhà Rồng,· Công viên,"4,5",-11,1 Đ. Nguyễn Tất Thành,
Ban Quản Lý Công Viên Tao Đàn,· Công viên,"2,6",-5,"QMGV+489, Trương Định",
Công viên Lê Lợi,· Công viên,"4,4",-182,"PJXX+3P2, Đ. Bãi Sậy", dành cho những người độc thân muốn tìn kiếm 1 nữa
Công Viên Lá Sen Ba son,· Công viên,"4,8",-4,2 Tôn Đức Thắng, có hồ nước ở khu Ba Son.
Công Viên Vinhomes Tân Cảng,· Công viên,"4,7",-312,Thành phố Hồ Chí Minh," nhiều cây xanh, thoáng rộng view sông Sài Gòn rất đẹp"
Thiên Đường Giải Trí Thỏ Trắng,· Công viên giải trí,"4,3","(8,4 N)",875 Cách Mạng Tháng Tám," đẹp nhưng giá vé trò chơi quá đắt, 35-40k cho mỗi lần chơi."
Công viên Cầu Rạch Ông,· Công viên,"4,2",-96,561/20A Đ. Trần Xuân Soạn,"Có đường chạy bộ dài, thoáng mát, yên tĩnh."
Công viên chung cư Nguyễn Thiện Thuật,· Công viên,"4,5",-4,"QM9H+J4Q, Hẻm 561 Đ. Điện Biên Phủ", tuy nhỏ nhưng mọi người tập trung rất đông vui!
Quảng Trường Hầm Thủ Thiêm,· Công viên,"4,5",-56,40 Thủ Thiêm,"Đẹp, sinh  từng ở khu này thời gian"
Công viên bờ sông Thủ Thiêm,· Công viên,"4,4",-183,332,"địa điểm để các bạn trẻ đến giải trí về đêm, nơi bình yên và đẹp."
City Garden,· Vườn,"4,7",-3,38 Hai Bà Trưng,
Công viên Grand Park,· Công viên giải trí,"4,8","(5,6 N)",Nguyễn Xiển Phước Thiện," thoáng mát, nhiều khu vui chơi, nhân  dễ thương, nhiệt tình"
công viên,· Công viên,"5,0",-2,"QM3R+FFW, Hẻm 324 Tôn Thất Thuyết",
Statue of Liệt nữ Quách Thị Trang,· Công viên,"4,4",-12,"QMGX+GJ3, Mạc Thị Bưởi",Tượng liệt sĩ Quách Thị Trang được đặt trong .
Nhà hát Thành phố Hồ Chí Minh,· Điểm thu hút khách du lịch,"4,6",(16 N),07 Công trường Lam Sơn,"bên trong cũng rộng, cũng đẹp, mình đến xem kịch rấc hay nunn"
Công viên Tao Đàn (cổng Huyền Trân Công Chúa),· Công viên,"5,0",-2,"QMGV+FR4, Huyền Trân Công Chúa",
Nhà thờ Đức Bà Sài Gòn,· Điểm thu hút khách du lịch,"4,4",(26 N),01 Công trường Công xã Paris,"Đẹp, đông vui, địa điểm nên đến khi tham quan hcm"
Tượng Đức Mẹ,· Điểm thu hút khách du lịch,"4,5",-105,1 Công trường Công xã Paris,"Xung quanh rộng, nhiều hoa, nhin đẹp, khách du lịch tham quan đông đúc"
Phaya Thai Spa Quận 1,· Điểm thu hút khách du lịch,"4,7",-537,10B Sương Nguyệt Anh,Bonus có nhân  4 chân lông lá kiu meo meo dễ thương á.
Bến Bạch Đằng,· Văn phòng công ty,"4,5","(7,8 N)",1 Tôn Đức Thắng,Ban ngày và đêm ở  đều có vẻ đẹp khác nhau.
Hồ Kỳ Hoà,· Công viên,"4,2","(2,3 N)","Công viên Hồ Kỳ Hoà, Cao Thắng", trung tâm Quận 10. Nhiều quán bar quán nhậu chợ đêm...
Công viên văn hóa Suối Tiên,· Công viên giải trí,"4,3",(22 N),120 Song Hành Xa Lộ Hà Nội,"Tổng quan, Suối Tiên là một  vui chơi giải trí đáng để ghé thăm."
TOẢ Exhibition,· Điểm thu hút khách du lịch,"4,6",-147,"Công viên, QMCW+FW6, Lê Lai, Phường Phạm Ngũ Lão",Khách đến đây không chỉ để xem tranh - mà còn để trải nghiệm.
Công Viên Bình An,· Công viên,"4,3",-372,QPQG+G3H, thoáng view đẹp không khí trong lành về đêm rất đẹp
Dinh Độc Lập,· Điểm thu hút khách du lịch,"4,5",(43 N),Thành phố Hồ Chí Minh,"Bên ngoài là khuôn  xanh mát, nhiều góc chụp ảnh đẹp."
Quảng trường phố đi bộ Nguyễn Huệ,· Điểm thu hút khách du lịch,"4,4","(3,2 N)",Nguyễn Huệ,"Phố đi bộ là nơi để đi bộ, để được tập thể dục, vui chơi giải trí."
Đầm Sen,· Công viên giải trí,"4,3","(6,3 N)",Đ. Hòa Bình/3 Đ. Bình Thới,"Khu vui chơi giải trí  nước, giá cả phải chăng"
Tượng Trần Văn Ơn,· Công viên,"4,7",-3,48 Lý Tự Trọng,Tượng Trần Văn Ơn được đặt trong  Bách Tùng Diệp.
SANSEVIERIA PARADISE,· Vườn,"5,0",-4,26/14 Nguyễn Bỉnh Khiêm,
Đường sách Thành phố Hồ Chí Minh,· Điểm thu hút khách du lịch,"4,6",(11 N),2 Đ. Nguyễn Văn Bình,"Nhiều nhóm bạn trẻ, gia đình, du khách nước ngoài vô tìm sách đọc."
Công viên Dạ Nam,· Công viên,"4,2",-260,200 Phạm Thế Hiển,Có  cát cho các bé từ 4 đến 12 tuổi.
BQl Công viên bờ sông Sài Gòn - phường Thủ Thiêm,· Công viên,"4,1",-21,25/1 Lương Định Của," bờ sông mát mẻ dễ chịu, view khá là đẹp 🫰"
Nhà lan thảo cầm viên,· Công viên,"4,6",-7,"QPQ4+CF7, Thảo Cầm Viên Sài Gòn","Mát mẻ nè, đi một ngày đàng học một sàng khôn"
Hàng cây cổ thụ đường Nguyễn Bỉnh Khiêm,· Công viên,"5,0",-1,2 Nguyễn Bỉnh Khiêm,Phong cảnh quá đẹp
Công Viên Phường 12,· Công viên,"4,5",-8,"giao lộ, Hoàng Diệu Đ. Lê Quốc Hưng",
Công Viên Sala,· Công viên,"4,7",-291,512/12 Trần Não," sạch đẹp, thoáng mát, an ninh, không có bán hàng rong."
công viên quận 4,· Công viên,"3,0",-2,G32 Đ. cư xá Vĩnh Hội,
Khu Hồng Hạc,· Công viên,"5,0",-1,QPR4+3G5,
Ravopark,· Công viên,"4,5",-42,10 Lương Định Của," nhìn ra view cầu Ba Son, gần cửa hàng tiện lợi GS25"
Công viên Chung cư Nguyễn Thiện Thuật,· Công viên,,,"QM9H+J57, Hẻm 251 Nguyễn Thiện Thuật",
Cánh đồng Hoa hướng dương,· Công viên,"4,4",-72,"QPG5+4XV, Nguyễn Thiện Thành","Vừơn hoa thì đẹp rồi, nhưng tiện ích như WC chưa có."
Công Viên Đinh Lễ,· Công viên,"3,6",-14,90 Hoàng Diệu, nằm ở góc Lê Quốc Hưng - Hoàng Diệu.
Tao Đàn,· Công viên,,,"QM9Q+RW5, Hẻm Tôn Thất Tùng",
Công viên Quận 10,· Công viên thành phố,"4,2",-48,QMG6+VGR,"Người lớn tập thể dục, đi bộ, đánh cầu."
Công viên Ga Nhà Hát Thành Phô_Hồi ức một tình yêu (Dương Minh Đức),· Công viên,,,23 Lê Lợi,
Rex Hotel Garden coffee,· Vườn,"4,5",-10,4C Lê Lợi,Tuyệt vời ông mặt trời
Công viên - hồ sinh thái - Him Lam.,· Công viên,"4,3",-96,Thành phố Hồ Chí Minh," đẹp, khá sạch sẽ, thoáng mát."
Công Viên Khu Phố 1,· Công viên,"4,0",-59,KP1 Đ. Số 15, sạch sẽ
Công viên Cầu Kho,· Công viên,,,275 Võ Văn Kiệt,
Tượng Chủ tịch Hồ Chí Minh,· Điểm thu hút khách du lịch,"4,6","(4,8 N)",110 Nguyễn Huệ,"Khuôn  đẹp ,biểu tượng đặc trưng của thành phố."
Công viên Lò Gốm,· Công viên,"4,0",-457,180 Đ. Nguyễn Văn Luông,"3 mặt  là đường lớn, 1 mặt giáp kênh Lò Gốm."
Công viên KP2 - Bình Thuận,· Công viên,"5,0",-1,23/21 Số 1,
Công Trường Lam Sơn,· Công viên,"3,5",-2,"QPG3+WF5, Công trường Lam Sơn",
Công Viên Bình Khánh,· Công viên thành phố,"4,1",-144,0 Lương Định Của, rất đẹp!
Đài nhạc nước công viên Khánh Hội,· Công viên,"4,8",-5,210 Đ. Số 48," có chỗ để xe, thoáng, nhạc nước này kia vui lắm"
Công viên Thanh Đa,· Công viên,"4,1",-154,RP8C+QM7, không lớn lắm nhưng được cái mát mẻ
Công Viên 285 CMT8,· Công viên,"3,9",-12,QMHH+3J6," nhỏ đơn sơ, không chỗ đi dạo, ít dụng cụ tập thể dục."
Cô Ba,· Vườn spa,,,98 Trần Hưng Đạo,
Quảng trường Khánh Hội,· Công viên,"4,6",-107,QM5X+3JH,1 địa điểm vui chơi trong khu vực dân đông đúc
Phố đi bộ Bùi Viện,· Khu vực đi bộ,"5,0",-2,143 Bùi Viện,
911theconfessionroom,· Vườn cộng đồng,"5,0",-8,127b Tôn Thất Đạm,"Dịch vụ tốt, sẽ quay lại !"
Dii Sauna & Icebath,· Câu lạc bộ spa và sức khỏe,"5,0",-143,375/9 Hoàng Sa,"Tiệm rất đẹp, bạn nhân  nhiệt tình và rất chu đáo takecare tụi mình."
Bason Aqua Park West,· Công viên,,,2 Tôn Đức Thắng,
Công Viên Chung Cư Bông Sao,· Công viên,"4,3",-121,73/52B/6 Bùi Minh Trực, chung cư Bông Sao rất tuyệt vời ở quận 8 thành phố Hồ Chí Minh
Công viên Lãnh Binh Thăng,· Công viên,"4,3",-467,281 Lãnh Binh Thăng," đẹp và sạch sẽ, râtd nhiều trẻ e đến vui chơi."
"Công viên bờ sông Tôn Thất Thuyết, Phường 16, Quận 4",· Công viên,"4,2",-67,78 Tôn Thất Thuyết," mát, phù hợp cho người lớn đến tập thể dục."
Công viên ánh sáng Vinhomes Grand Park,· Công viên,"4,6","(1,2 N)",Thành phố Hồ Chí Minh," thoáng đãng sạch sẽ khá đẹp, chưa đông lắm."
아시안 루비 파크뷰,· Công viên,,,100 Lê Lai,
Khu vui chơi,· Sân chơi,"2,8",-4,"QPP5+VF5, Thảo Cầm Viên Sài Gòn",
Vườn hoa Hướng dương,· Vườn,"4,4",-43,31/2 Lương Định Của,Mà gần chỗ Đình An Khánh cũng có vườn hoa hướng dương.
Cát Hoa,· Nhà tổ chức sự kiện,"5,0",-1,Hẻm 214 Nguyễn Văn Nguyễn,
Công viên Tạ Quang Bửu,· Công viên,"4,2",-125,108 Đ. Võ Liêm Sơn," nhỏ nhưng rất thoáng mát, nhiều đồ ăn vặt nữa."
NovaDreams Cafe - 2Bis Nguyễn Thị Minh Khai,· Quán cà phê,"3,9",-320,2Bis Nguyễn Thị Minh Khai,"1. Khu vui chơi mô hình đẹp , khủng long nhìn."
the good,· Vườn,,,91 Lê Văn Duyệt,
Liên đoàn Nguyễn Ánh - Hướng đạo Việt Nam,· Vườn,,,80 Trương Định,
Công Viên Saigon Wonderland,· Công viên,"3,6",-25,"PPH6+XH7, Đặng Đại Độ", với những cây hoa kèn hồng đền mua nở khá đẹp.
Club Royale,· Điểm thu hút khách du lịch,"4,1",-218,1 Ngô Đức Kế,"""Phù hợp cho ai thích yên tĩnh
Giá cả hợp lý"""
Công viên nước Củ Chi 2023,· Công viên nước,"4,7",-460,TL8," sạch sẽ thoáng mát, món ăn ngon rẻ ,nhân  nhiệt tình"
"Bờ kè Hoàng Sa, quận Bình Thạnh",· Công viên,"4,0",-77,Thành phố Hồ Chí Minh, có đẹp cũng một phần do nằm cạnh con kênh mát mẻ.
Công viên Nguyễn Tất Thành,· Công viên,"3,9",-16,7A Đ. Nguyễn Tất Thành," thoáng mát,sạch sẽ và An ninh."
Tượng Đài Quang Trung Nguyễn Huệ,· Công viên lưu niệm,"4,7",-29,QM77+Q74,"Kế bên có Chợ đêm đông vui, có ban nhạc biểu diễn"
Công viên bảo tồn Hồ Bán Nguyệt,· Công viên,"4,7",-3,137 Đ. Tôn Dật Tiên,"Ốc đảo này có không khí trong lành,có chim hót rất dễ chịu mà còn đẹp nữa"
Công Viên Tân Thuận,· Công viên,"4,4",-83,QP3H+7JC, đẹp thông thoáng
Công viên Hai Hồ,· Công viên,"4,2",-147,"QPVR+2R8, Cao Đức Lân"," mát mẻ, rộng rãi, khá yên tĩnh nhưng ít chổ ngồi."
Công ty TNHH MTV Công viên cây xanh TP.HCM,· Dịch vụ cây xanh,"2,8",-12,2 Công trường Quốc Tế,Mỗi cây có chiều cao và tán lá phát triển khác nhau.
Công viên,· Công viên,"4,1",-29,26C Đ. Thanh Đa," Thanh Đa , nơi đây ngày càng đẹp hơn trước"
"Công viên Phường 7, quận Gò Vấp",· Công viên,"4,4",-50,7 Đ. Phạm Huy Thông, có một số thiết chế đồ chơi cho trẻ em nhưng hư hỏng.
Công Viên Thiếu Nhi. Phường 3,· Công viên,"3,8",-24,RM3M+9CV,
Heart of Darkness Craft Brewery,·  · Nhà máy bia,"4,6","(3,5 N)",31D Lý Tự Trọng,Cần đặt trước khi đến để có view tốt
Tượng Florence Nightingale - Sáng lập ngành Điều dưỡng,· Công viên lưu niệm,"4,0",-2,190 Hàm Tử,
Gammer Beer,·  · Quán bia,"4,2","(2,5 N)",107 Pasteur,"Vị trí quán ngồi lai rai khá lý tưởng, thức ăn với beer tương đối ổn"
Công viên Gia Phú,· Công viên,"4,2","(1,1 N)","RJ45+G3X, CN1", rộng rãi nhưng hình như không có chỗ gửi xe
hồ nước trong TCV,· Công viên,,,"QPQ4+CF7, Thảo Cầm Viên Sài Gòn",
Công viên ánh sáng Vinhomes Grand Park,· Công viên,"4,6","(1,2 N)",Thành phố Hồ Chí Minh," thoáng đãng sạch sẽ khá đẹp, chưa đông lắm."
Club Royale,· Điểm thu hút khách du lịch,"4,1",-218,1 Ngô Đức Kế,"""Phù hợp cho ai thích yên tĩnh
Giá cả hợp lý"""
"Công viên Phường 7, quận Gò Vấp",· Công viên,"4,4",-50,7 Đ. Phạm Huy Thông, có một số thiết chế đồ chơi cho trẻ em nhưng hư hỏng.
Shop Hoa Tươi Quận 1 - Hoa Đám Tang Quận 1 TPHCM,· Cửa hàng bán buôn,"5,0",-5,284 Đ. Cống Quỳnh," đẹp, phù hợp với không khí trang nghiêm"
Cà phê trứng 3T - Garden Saigon,·  · Quán cà phê,"4,3",-630,5 Trần Khánh Dư,"Nước uống okie, không gian cho cảm giác hoài cổ và dễ nói chuyện."
Ben Flowers,· Cửa hàng hoa,"4,0",-77,15N Nguyễn Thị Minh Khai,Nhận được  rất bất ngờ vì nhìn ở ngoài còn đẹp hơn hình chụp 👍👍
Hội hoa xuân TPHCM,· Công viên,"4,4",-29,55c Nguyễn Thị Minh Khai,Năm nào ở lại Sài Gòn nhà mình cũng đi Hội  xuân ở công viên Tao Đàn.
Tiệm cây Người Làm Vườn,·  · Quán cà phê,"4,7",-87,55 Sương Nguyệt Anh,Các bạn đi vào đường dưới bảng LG để đi lên quán nha.
Đường hoa Nguyễn Huệ,· Công viên thành phố,"4,5",-175,6 Nguyễn Huệ,"Hong hiểu sao mỗi năm đường  1 đông huhu, đã nắng nóng còn đông đúc."
